Source,Number of articles
da_wordpress_com.txt,1
banglaipanugolpo_blogspot_in.txt,1
kosme_tiki_blogspot_com.txt,1
voiceofbangla_com.txt,10
brta_moulvibazar_gov_bd.txt,20
nstucomputing_blogspot_com.txt,1
palmswesthospital_com.txt,1
masalaactresspics_blogspot_com.txt,1
bdmathsociety_org.txt,4
wikisite_eu.txt,5
ansarvdp_bhola_gov_bd.txt,2
nabiganj_habiganj_gov_bd.txt,3
tinytu_be.txt,7
specialtyhospitaljax_com.txt,1
seedofdevotion_blogspot_com.txt,1
tricklink_blogspot_com.txt,3
raigonj_sirajganj_gov_bd.txt,3
www_prothom_alu_co.txt,237
trandict_xyz.txt,18
www_jompesh_com.txt,21
www_zebrascrossing_net.txt,1
bartalive24_com.txt,11
www_dhormockery_net.txt,7094
ipo_result_bd_blogspot_com.txt,1
wantedfirmware_friendhood_net.txt,1
www_subornobhumi_com.txt,605
dru_com_bd.txt,10
www_dtcb_gov_bd.txt,1
atrai_naogaon_gov_bd.txt,3
narayanganjsadar_narayanganj_gov_bd.txt,2
www_bcsline_com.txt,18
brdb_sylhetdiv_gov_bd.txt,1
techbdbangla_blogspot_com.txt,5
bartamanpatrika_com_outerstats_com.txt,2
mspvaw_gov_bd.txt,2
sherpurbazar_com.txt,30
myideatoday_blogspot_com.txt,3
educationboard_rajshahi_gov_bd.txt,1
developer_cdn_mozilla_net.txt,1
chippenhammed_secure_ehc_com.txt,1
www_ngoab_gov_bd.txt,115
app_newlife_bible.txt,3
bangla_nbs24_com.txt,8
www_rashiratno_com.txt,4
www_thedhakareport_com.txt,905
wordsmithofbengal_wordpress_com.txt,9
pornfir_com.txt,4
www_sbc71_com.txt,557
sr_globalvoices_org.txt,1
sezanmahmud_blogspot_com.txt,34
pbs1_natore_gov_bd.txt,1
lged_jamalpur_gov_bd.txt,1
projuktigeek_com.txt,24
worldawamileague_blogspot_com.txt,12
fisheries_sonatala_bogra_gov_bd.txt,1
tristarmedgroup_com.txt,1
flickrhivemind_net.txt,19
minhazulhaquebn_blogspot_com.txt,27
muhammad_ali_ben_marcus_blogspot_com.txt,4
www_gonews24_com.txt,2897
greenwatchbd_com.txt,1
gsmfine_blogspot_com.txt,1
www_quranhadith_org.txt,1
kurigramnews_net.txt,1
qorum_quantummethod_org_bd.txt,104
armanbd_com.txt,7
www_metalkingdom_net.txt,34
www_bcblbd_com.txt,1
unionfisheries_gov_bd.txt,4
maasranga_tv.txt,395
nazrulctg86_webnode_com.txt,1
radio71_com.txt,4
foursquare_com.txt,4
www_beanibazarnews24_com.txt,9
aayf_org.txt,9
indianhub_net.txt,4
worldfashion111_blogspot_com.txt,1
www_boutube_edu_bd.txt,19
alexa_chinaz_com.txt,9
de_pinterest_com.txt,2
www_skymem_com.txt,1
www_tripleventure_com.txt,1
www_bangladeshymca_org.txt,1
tcb_portal_gov_bd.txt,2
el_wiktionary_org.txt,1
bengali_indiandictionaries_com.txt,14
robindasichapore_blogspot_in.txt,1
3x247_com.txt,1
www_roopkotha_com.txt,1
su_path_blogspot_com.txt,17
www_wbt_tv_net.txt,1
www_sscresult_2017_com.txt,10
girlbd_wordpress_com.txt,1
android_freeapk_xyz.txt,1
jnu_ac_bd.txt,88
bdmovie88_blogspot_com.txt,38
flashpro_xyz.txt,4
bangla_ypsa_org.txt,1
cooparative_chittagongdiv_gov_bd.txt,1
au_pressfrom_com.txt,1
starfrosch_com.txt,1
kolkatanodi_blogspot_com.txt,6
etykatha_wordpress_com.txt,135
awkormameghdoot_wordpress_com.txt,7
www_terreaciel_net.txt,1
agrogoti_org.txt,1
jamiatulasad_com.txt,159
www_governing_com.txt,1
ekohasans_blogspot_com.txt,1
zpnganjbd_org.txt,8
www_georgeszirtes_blogspot_com.txt,1
bdtipstech_blogspot_com.txt,57
s1_proxyfly_org.txt,1
24onlinenewsbd_com.txt,14
thehungrycoder_com.txt,264
swadeshkantha_com.txt,13
dumki_patuakhali_gov_bd.txt,3
banglamail71_com.txt,5169
bnfe_brahmanbaria_gov_bd.txt,2
www_simplewebstats_com.txt,2
www_creditrepaircollege_com.txt,1
techtuki_blogspot_com.txt,1
hd24x7_com.txt,9
www_safetyp_in.txt,1
www_ejugantor_com_webstatsdomain_org.txt,12
dailymuktokontho_com.txt,77
alive_directory_com.txt,2
goldsilverhomes_com.txt,1
wikibit_me.txt,2
sukantaroy_com.txt,1
wapdap_tk.txt,1
www_freelancer_jp.txt,1
tax_brahmanbaria_gov_bd.txt,1
beautifulpakistangirlspic_blogspot_com.txt,1
www_agarpuraltafmhschool_edu_bd.txt,5
www_moa_gov_bd.txt,8
rokomari_com.txt,143
freshclick_wordpress_com.txt,1
akhaura_brahmanbaria_gov_bd.txt,2
www_rashi12_com.txt,136
besthomework_info.txt,1
padmanews_com.txt,111
kezucao_blogspot_com.txt,11
www_importantnews24_com.txt,71
www_socialprogressimperative_org.txt,1
janaojanabd_net.txt,1178
contact33_blogspot_com.txt,10
etipsbd_com.txt,1943
ethnobotanybd_com.txt,1
arynews_tv.txt,1
www_unchangingword_com.txt,96
www_similarsitesearch_com.txt,1
i_blood_com.txt,9
www_porshi_com.txt,58
192_185_168_156.txt,21
old_ptaki_info.txt,1
wiki_openstreetmap_org.txt,7
extratorrent_cc.txt,14
directmovis_blogspot_com.txt,1
atgron_wed.txt,1
katrinakaif69_blogspot_com.txt,1
bibarnokabita_blogspot_com.txt,25
www_tubelyrics_org.txt,2
www_livechannel9_com.txt,1
austagram_kishoreganj_gov_bd.txt,4
www_bdstock_biz.txt,2
www_dailyagnishikha_com.txt,124
pukhtunkhwatimes_blogspot_com.txt,1
ononto_blogspot_com.txt,1
blog_2funhost_net.txt,1
bdtutors_com.txt,4
nrcjordan_com.txt,1
krishiprotikhon_com.txt,1011
freelancingcare_com.txt,14
computerbd_blogspot_com.txt,11
www_bba_gov_bd.txt,7
meawquiz_com.txt,1
mysmsbd_com.txt,36617
ec_khetlal_joypurhat_gov_bd.txt,1
chudachudi4u_blogspot_com.txt,18
techshohel_blogspot_com.txt,6
gorommoshla_blogspot_com.txt,1
ourislam24_com.txt,797
pbspmbrm_wordpress_com.txt,70
www_qalam24_com.txt,11
ec_chittagong_gov_bd.txt,2
chattagramnews_com.txt,7
bposummit_org_bd.txt,5
dr_feni_gov_bd.txt,2
bihaanmusic_com.txt,4
celpix_blogspot_com.txt,1
www_maria_online_com.txt,207
sadar_feni_gov_bd.txt,3
www_namdec_gov_bd.txt,3
apaiwb_com.txt,1
loksamaj_com.txt,3
infopedia_com_bd.txt,66
techedu_gov_bd.txt,590
lged1_chittagongdiv_gov_bd.txt,1
heed_bangladesh_com.txt,2
www_therevival_co_uk.txt,1
sujonhera_com.txt,6
biggaponchannel_com.txt,2202
www_dgfpmis_org.txt,2
acc_noakhali_gov_bd.txt,2
nazumkazi_wordpress_com.txt,36
chomoknews_com.txt,891
www_settingraysofsun_blogspot_com.txt,17
copenhagenconsensus_com.txt,1
cgdf_gov_bd.txt,2
kanon82_blogspot_com.txt,2
knifedge_wordpress_com.txt,1
bcir_com.txt,1
georgeszirtes_blogspot_co_uk.txt,1
food_jamalpur_gov_bd.txt,1
www_panchberiadurgapuja_com.txt,1
www_somoynews24_com.txt,16
lcbce_kalapara_patuakhali_gov_bd.txt,2
labaidgroupdhanmondi_blogspot_com.txt,8
roufmomen_blogspot_com.txt,1246
amar_sangbad_com.txt,4
www_jobsinbd_com.txt,2
waterbc_blogspot_com.txt,2
nib_gov_bd.txt,5
food_moulvibazar_gov_bd.txt,1
hdflesh_com.txt,9
mobileuserbd_com.txt,1
tajsolicitors_com.txt,7
www_lenderbook_com.txt,3
jaldhaka_nilphamari_gov_bd.txt,13
fi_wordpress_com.txt,2
hi_globalvoices_org.txt,4
sh_wikipedia_org.txt,1
comillarkagoj_com.txt,5240
computerjagat_org.txt,1
4ekonomist_ru.txt,1
shibirlive_org.txt,2
www_eps_go_kr.txt,2
coxsbazarbd_com.txt,8
tangailpourashava_gov_bd.txt,241
www_azadijobs_com.txt,32
tristarhorizon_com.txt,1
1971_bangladesh_blogspot_com.txt,289
link4help_blogspot_com.txt,1
dss_chittagongdiv_gov_bd.txt,1
urdu_news18_com.txt,1
nightcallbd_com.txt,30
eshokalerkhabor_com.txt,11
www_fajlami_com.txt,1
bcc_barisal_gov_bd.txt,2
8tracks_com.txt,1
www_freesoft24_com.txt,10
zmc_edu_bd.txt,18
shodhganga_inflibnet_ac_in.txt,7
whiteheadmike_blogspot_com.txt,1
amartips_com.txt,10
bdfilmsong10_blogspot_com.txt,1
rhd_sunamganj_gov_bd.txt,1
www_yourmost_net.txt,1
doctors_hospital_net.txt,1
www_istishon_com.txt,1608
bkkb_barisaldiv_gov_bd.txt,2
shongbad24_com.txt,72
bangalindrajalcomics_blogspot_com.txt,1
rhd_moulvibazar_gov_bd.txt,14
bdcourts_gov_bd.txt,12
uttaraitsupport_com.txt,10
app1_nu_edu_bd.txt,3
choyan_me.txt,9
portablebatteryb2b_com.txt,1
www_medicaladvicebd_com.txt,22
shtrickgp_wapka_mobi.txt,9
www_upstate_ae_com.txt,1
www_thereport24_com.txt,68
tareq_co.txt,60
religion_wikia_com.txt,5
edwardbetts_com.txt,11
www_bible_is.txt,7550
itvision_info.txt,1
bdtodays_com.txt,4210
mp3dizy_space.txt,1
www_thebdtips_com.txt,40
ghatail_tangail_gov_bd.txt,4
techtechnique_net.txt,138
bangabandhuporisadmv_blogspot_com.txt,4
ardhekakash_blogspot_com.txt,11
police_bogra_gov_bd.txt,1
blogdelfotografo_wordpress_com.txt,1
softsolutionbd_com.txt,4
www_wansfilm_net.txt,1
hafizurrahaman1_blogspot_com.txt,1
pirganj_thakurgaon_gov_bd.txt,2
rss2_com.txt,20
badgat_com.txt,19
mamatimanushofwb_blogspot_com.txt,1
peceq_blogspot_com.txt,1
amibengalboy_blogspot_co_at.txt,3
charmonaivs_net.txt,66
winnipegdentistsinfo_blogspot_com.txt,2
www_comillapbs2_org.txt,3
mozillabd_org_cubestat_com.txt,1
genocideinbangladesh_wordpress_com.txt,12
www_trickspk_tk.txt,12
odeskelancetestanswer_blogspot_com.txt,1
golpobd24_blogspot_com.txt,11
www_bdword_com.txt,156
www_newsall24_com.txt,9
dailycomilla_com.txt,16
technology_tips24_blogspot_com.txt,3
raghunathpur_co_in.txt,2
windowly_com_clearwebstats_com.txt,1
hifisnap_com.txt,1685
ideabank_eservice_gov_bd.txt,36
www_bdmetro_net.txt,120
computertechfenibd_blogspot_com.txt,451
ibmcr_edu_bd.txt,2
www_asc_edu_bd.txt,18
videos_drole_ch.txt,1
fulkinews24_com.txt,5
www_linkbd_net.txt,1
www_bikashsingh_com.txt,3
www_gingeybites_com.txt,1
es_airbnb_com.txt,1
www_gournadi_com.txt,379
bmet_khagrachhari_gov_bd.txt,2
www_radicalsocialist_in.txt,10
alorpath24_com.txt,225
joypurhat_gov_bd.txt,69
foo_run.txt,1
www_faridpur_gov_bd.txt,4
worldfree4ubd_blogspot_com.txt,1
mapscroll_blogspot_co_nz.txt,1
happyholi_site.txt,5
newsvision_com_bd.txt,69
www_johnshon_blogspot_com.txt,1
www_1mobile_com.txt,3
fpo_rangpur_gov_bd.txt,2
mobilemaya_com.txt,9
utsasblog_blogspot_com.txt,15
www_jatiyapartynews_com.txt,498
jibon_prothom_alo_com.txt,2
anytolet_com.txt,11
www_bfidc_gov_bd.txt,173
maxchords_blogspot_com.txt,2
bongobhasa_blogspot_com.txt,1
antigonesphantasmagoria_blogspot_com.txt,62
www_airbnb_pt.txt,1
lifeasabutterfly_com.txt,1
www_nobokontho_com.txt,57
www_somahar_com.txt,1
desimirchi_info.txt,416
chowgacha_yolasite_com.txt,28
prison_brahmanbaria_gov_bd.txt,2
forrajesh_blogspot_com.txt,29
www_miyakomarketing_com.txt,1
antahasthal_blogspot_in.txt,1
www_newsofbangladesh_com.txt,21
www_doctor_solution_com.txt,739
dewangonj_jamalpur_gov_bd.txt,2
noorunalaanoor_blogspot_com.txt,1
brooklynpaper_com.txt,1
ryojiwavering_dtiblog_com.txt,1
bn_wikipedia_org.txt,375789
teletalk_com_bd.txt,1
www_blogtariff_com.txt,1
bn_247quiz_com.txt,5
www_alvintube_cc.txt,1
www_dhormockery_com.txt,11101
bondhuchula_blogspot_com.txt,8
tanmaybir_blogspot_com.txt,13
sanjoyroy_wordpress_com.txt,9
180_211_164_133.txt,1
180_211_137_51_5839.txt,1
www_pabnatsc_gov_bd.txt,2
acl_sonatala_bogra_gov_bd.txt,1
sr_tanore_rajshahi_gov_bd.txt,1
tec_news_24_blogspot_com.txt,8
www_freesoftwarecrack_com.txt,2
www_bubt_edu_bd.txt,4
indulgy_net_incom_pk.txt,1
www_torial_com.txt,1
www_shareonfb_com.txt,2
amitbec05_blogspot_com.txt,9
www_churchofbangladesh_org.txt,1
goponkota_wordpress_com.txt,39
www_medstargeorgetown_org.txt,1
www_jcc_edu_bd.txt,3
dhakanews_org.txt,11
songspking_top.txt,26
adsensedotcoms_blogspot_in.txt,1
ajkermedia_com.txt,7
mirsarai_blogspot_com.txt,5
mknews24_com.txt,24
keenlayjobs_com.txt,6
muzicbd_com.txt,1
hatia_noakhali_gov_bd.txt,3
www_dailyfxnews_net.txt,1
pib_gov_bd.txt,2
m_eisamay_com.txt,17
www_ustream_tv.txt,3
www_timesworld24_com.txt,71
sanjeeb_bangladesh_blogspot_com.txt,17
ansaribd_blogspot_com.txt,10
blog_thinkdiff_net.txt,1
jalsa_ghar_blogspot_com.txt,1
www_hostmight_com.txt,1
www_arabianrap_blog_com.txt,1
pathghor_com.txt,5
asianradiolive_com.txt,1
ftp_amarnatok_com.txt,1
bdnog_org.txt,1
blog_bdblackhat_net.txt,39
lists_wikimedia_org.txt,7
jbmatrix_in.txt,15
www_math_shortcut_tricks_com.txt,2
fisheries_feni_gov_bd.txt,2
dss_pabna_gov_bd.txt,1
en_gb_radioline_co.txt,1
bangla_salearningschool_com.txt,315
www_defencebd_com.txt,119
nfrmc_com.txt,1
zafree_github_io.txt,15
johnytemplate_blogspot_com.txt,1
islamic_e_web_blogspot_com.txt,7
www_tribunaisnet_mj_pt_webstatsdomain_org.txt,1
islamdharma_com_webstatsdomain_org.txt,4
www_vidmate_org.txt,1
www_liberationwarmuseumbd_org.txt,8
www_noakhalitimes_com.txt,101
traffic_payout_blogspot_com.txt,18
www_kaliokalam_com.txt,497
probashbangla_info.txt,63
rab_narsingdi_gov_bd.txt,1
doj_jamalpur_gov_bd.txt,1
www_worldebookfair_org.txt,1
devarshi_faithweb_com.txt,1
examtimes_co_in.txt,1
bd_pratidin_com_incom_pk.txt,1
www_nmst_gov_bd.txt,80
www_famouslikeme_com.txt,1
farrukhfoundation_org.txt,4
indradg_randomink_org.txt,6
ishanerpunjomegh_blogspot_in.txt,1558
www_chintaa_com.txt,175
apk3_blogspot_com.txt,1
www_ipdcbd_com.txt,10
en_topics_blogspot_com.txt,81
deo_comilla_gov_bd.txt,2
hardwank_com.txt,3
onlinetv01683159627_blogspot_com.txt,1
desifest_ca.txt,1
softtech_it_com.txt,6
pt_globalvoicesonline_org.txt,2
socolzahid_blogspot_ca.txt,1
orden4h_ru.txt,2
www_pwd_gov_bd.txt,26
anupamroymusic_com.txt,1
el_meteotrend_com.txt,1
bappasarkar_wordpress_com.txt,1121
www_banglahealthtips_com.txt,29
nextlevel_usa_org.txt,2
ec_sunamganj_gov_bd.txt,27
islamicfoundation_comilla_gov_bd.txt,2
aibrahimriyadh_wordpress_com.txt,1
haguerelatedtravelchildconsentform_blogspot_com.txt,2
druskana_plius_vizitinekortele_lt.txt,4
mp4moviez_net.txt,1
lifenews24_com.txt,44
www_6inone_blogspot_com.txt,1
mylifemychoice_wallinside_com.txt,4
jaamee_wordpress_com.txt,5
iwanbanaran_com.txt,1
fpo_adamdighi_bogra_gov_bd.txt,1
ansarvdp_kalapara_patuakhali_gov_bd.txt,1
hinduexistence_org.txt,38
sr_wikipedia_org.txt,4
rabeyafashion_com.txt,2
sports_natore_gov_bd.txt,1
desh_tv.txt,1402
mathbariatimes_com.txt,38
hellobrahmanbaria_com.txt,13
howtooffline_blogspot_com.txt,1
www_bsec_gov_bd.txt,78
southernhillshospital_secure_ehc_com.txt,1
usatv13_blogspot_com.txt,2
www_bangla_natok_net.txt,2
aamarbangla_in.txt,13
www_comillaweb_com.txt,1328
drro_nilphamari_gov_bd.txt,2
sujonhera_wordpress_com.txt,32
newcunt_com.txt,9
anondo_housing_com.txt,8
tipsfair_blogspot_com.txt,59
websbd_net.txt,5
www_jhenaidah_gov_bd.txt,6
sites_tufts_edu.txt,5
gnewsbd24_com.txt,131
be_human_org.txt,20
khanqahbd_com.txt,11
vetsbd_com.txt,75
www_shayarihishayari_com.txt,307
tanhaislam_wordpress_com.txt,1
hellohasan_com.txt,3097
www_godamp3_com.txt,30
somikoron_com.txt,2
download_freee_blogspot_com.txt,1
banglachoda_wordpress_com.txt,30
ourbd24_com.txt,661
karatoa_com_bd.txt,2923
lendirtante_blogspot_com.txt,1
today99entertainment_wordpress_com.txt,1
www_yasni_com.txt,345
anwara_chittagong_gov_bd.txt,2
exam71_blogspot_com.txt,27
project_saradindu_blogspot_com.txt,13
www_bishorgo_com.txt,218
dae_rangpurdiv_gov_bd.txt,2
android_apk_org.txt,2
itinfoenterbd_blogspot_com.txt,18
mexico_360_news_in.txt,4
banglamp34u_blogspot_com.txt,1
www_coastalbangladesh_com.txt,1083
cnewsvoice_com.txt,433
oknews24bd_com.txt,5
omaniyat_com.txt,1
books_google_ca.txt,284
www_mp3uing_net.txt,35
somaliamediamonitoring_org.txt,1
jobanbd_com.txt,44
apkpro_net.txt,1
local_mumsnet_com.txt,1
www_jugantor_com.txt,2242
patradoot_net.txt,297
gupshup1_wordpress_com.txt,17
www_bida_gov_bd.txt,1
banglacollection_wordpress_com.txt,33
013jobs_blogspot_com.txt,2
www_khulnadiv_gov_bd.txt,8
weeklybangladeshus_com.txt,4
prakritojon_blogspot_com.txt,48
www_mymensinghdiv_gov_bd.txt,11
community_sitepoint_com.txt,3
clixsense4earning_blogspot_com.txt,2
www_whatsappstatus1_net.txt,4
hejevent_se.txt,1
cars_du_ac_bd.txt,5
www_cfd_online_com.txt,1
policedig_rajshahidiv_gov_bd.txt,2
cbmcbd_com.txt,8
ashimul_blogspot_com.txt,48
findamunch_com.txt,1
food_bhola_gov_bd.txt,2
www_sylhettoday24_com.txt,180
piclone_com.txt,3
chodonkhela_blogspot_in.txt,3
www_airbnb_ie.txt,1
btcl_comilla_gov_bd.txt,2
amaarnatok_blogspot_com.txt,1
techspacebd_wordpress_com.txt,1540
tareq_wedevs_com.txt,8
rajoir_madaripur_gov_bd.txt,7
ebela_in.txt,4679
deb107859_dhakaeducationboard_gov_bd.txt,1
ekhonkolkata_com.txt,20
islamicfoundation_feni_gov_bd.txt,2
ais_rangamati_gov_bd.txt,2
indian_language_stories_blogspot_com.txt,1
sayemsiam_blogspot_com.txt,18
pksf_bd_org.txt,7
allrightanswers_com.txt,2
stafamp3s_xyz.txt,1
atlanticare_org.txt,7
amaderbauphal_com.txt,313
www_edunews_bd24x7_com.txt,1
appointmentdateforindianvisaproblem_blogspot_com.txt,1
shilidola_com.txt,1
royesoye_blogspot_ca.txt,2
deo_habiganj_gov_bd.txt,2
urc_akkelpur_joypurhat_gov_bd.txt,1
www_hellobd_com_bd.txt,2
rumana_net.txt,120
www_roket_tube_co.txt,1
banglayjokes_wordpress_com.txt,91
bibahabd_net.txt,5
edirectory_portal_gov_bd.txt,1
windows8_brothersoft_com.txt,3
www_businesslookup_org.txt,2
easy_taka_blogspot_com.txt,11
fisheries_khetlal_joypurhat_gov_bd.txt,1
auvipy_blogspot_com.txt,36
researchmedicalcenter_com.txt,1
bbs_rangpur_gov_bd.txt,2
singurrevolts_blogspot_com.txt,26
musicbdall_blogspot_com.txt,10
quran_ksu_edu_sa.txt,1
www_noksharjonnopodok_com.txt,8
trivokal_wordpress_com.txt,289
lamzblog_blogspot_com.txt,1
videoworld24_com.txt,14
creditcardtraffic_com.txt,3
dinajpurzillaschool_com.txt,3
digitaleveuk_org.txt,2
www_friendsblog_net.txt,277
bwdb_pirojpur_gov_bd.txt,2
youporno_pw.txt,19
muktadir_wordpress_com.txt,601
darululoommadaninagar_com.txt,3
hasibul_info.txt,12
nusinkowo_blogspot_com.txt,1
anwaremon_wordpress_com.txt,8
www_bjobs24_com.txt,28
bengalboat_blogspot_com.txt,7
www_amadergroup_com.txt,10
www_amardesh_com_webstatsdomain_org.txt,1
jaben_co.txt,2
ec_noakhali_gov_bd.txt,2
karitkarma_com.txt,3
yourlanguage_hepcinfo_ca.txt,4
kobigaan_blogspot_com.txt,10
tubehippo_com.txt,602
www_imdb_com.txt,5
jdem_detok_ru.txt,1
steroid12_blogspot_com.txt,1
phulbari_kurigram_gov_bd.txt,4
mirznanii_com.txt,3
talktome_team_talk_net.txt,11
unokalapara_gov_bd.txt,2
rashibangla12_blogspot_com.txt,34
www_tabletwise_com.txt,65
m_mediawiki_org.txt,82
www_parabaas_com.txt,230
www_chittagong_gov_bd.txt,904
ctgcommercecollege_gov_bd.txt,42
zafirenterbd_net.txt,18
www_contactcenterworld_com.txt,13
aainanagar_com.txt,2
unicodehelpcenter_blogspot_com.txt,1
bloggadda_blogspot_co_uk.txt,1
lonesense_blogspot_com.txt,1
dae_kalai_joypurhat_gov_bd.txt,1
emrd_portal_gov_bd.txt,8
dls_narsingdi_gov_bd.txt,1
www_amaderprotidin_com.txt,25
www_abuabbasdegreecollege_net.txt,2
www_rafanomejodas_blogspot_com.txt,3
arikmorshed_com.txt,1
bmdathakurgaon_rangpurdiv_gov_bd.txt,2
deshnews_net.txt,5
www_guruchandali_com.txt,8364
wwwsagarcom_blogspot_in.txt,1
blakemedicalcenter_com.txt,1
pwd_joypurhat_gov_bd.txt,1
banglaradio_fm.txt,1
www_sylhetview24_com.txt,578
ecombd_net.txt,1
sd_natore_gov_bd.txt,2
stellarium_org.txt,2
www_cricktunes_com.txt,6
eu_wiktionary_org.txt,4
techgolpo_com.txt,52
banglacricket_com.txt,256
kaisertown_us.txt,1
www_binodon_com.txt,2
bangladeshimodelsblog_blogspot_com.txt,1
jagonews24_com_bd.txt,1
games_world_zone_blogspot_com.txt,1
dae_rangpur_gov_bd.txt,3
www_cricball_com.txt,8
el_bookzz_org.txt,1
aurthohin_melabel_net.txt,1
planet_okfn_org.txt,3
www_divinerevelations_info.txt,12
yourfitnessnews_com.txt,4
chhashs_edu_bd.txt,7
bookzlover_xyz.txt,2
pacatocidado_blogspot_com.txt,1
prasundutta_com.txt,1
bangla_livebarta24_com.txt,663
www_oxfordianlaboratorycollege_edu_bd.txt,1
wiki2_org.txt,27
omegaprime_org.txt,36
bonkshd_com.txt,6
bdnewscorner_com.txt,3
bengalipdfbook_blogspot_com.txt,1
www_whatisempowr_com.txt,1
rosomoygupto_com.txt,94
meta_tex_stackexchange_com.txt,1
no_wordpress_com.txt,1
saleemindia_blogspot_com.txt,6
lv_m_wikipedia_org.txt,1
www_realmagick_com.txt,6
munshigonj24_com.txt,700
brri_rangpur_gov_bd.txt,2
www_industri_tigaem_net.txt,1
dls_bhola_gov_bd.txt,2
search_go_blogspot_com.txt,1
rhd_portal_gov_bd.txt,113
proyojonbd24_com.txt,19
www_baganbilas_com.txt,1
crazybolly_com_cutestat_com.txt,1
eliasbd54_blogspot_com.txt,9
velki_com.txt,4
www_vepada_com.txt,4
collegetimes_co.txt,1
midwestpainmanagementcenter_com.txt,1
zenverse_net.txt,1
live_sports_streaming_blogspot_com.txt,1
milkmiracle_net.txt,10
bsfmadrasah_edu_bd.txt,4
acc_edu_bd.txt,78
brahmanbaria_gov_bd.txt,212
dpe_jamalpur_gov_bd.txt,1
dallasnews24_com.txt,13
centennialheart_secure_ehc_com.txt,1
bajitpur_kishoreganj_gov_bd.txt,3
tristarportland_com.txt,1
www_europeana_eu.txt,2
www_theuncool_com.txt,1
pornovids_tv.txt,1
events_uta_edu.txt,1
dogma_swiftspirit_co_za.txt,31
www_bongobd_com.txt,155
pakistanblogzine_wordpress_com.txt,1
darlenbarten_blogspot_com.txt,1
www_bengalidictionary_in.txt,3
fragmentosdeumamorintemporal_blogspot_com.txt,1
sarsinadarbarsharif_org.txt,2
www_happynewyear2018status_org.txt,7
hi_picsearch_com.txt,4
tcaspecialsurgery_com.txt,1
nandinasahcollege_edu_bd.txt,1
agrodristi_com.txt,84
netskiff_blogspot_it.txt,1
zso_comilla_gov_bd.txt,2
dalitrefugees_blogspot_com.txt,50
dolphin_com_bd.txt,1
bidhandhua_blogspot_com.txt,4
ansarvdp_chittagongdiv_gov_bd.txt,1
friendsbangla_blogspot_com.txt,14
www_bng_intl_com.txt,464
gowainghat_sylhet_gov_bd.txt,2
bangalnama_wordpress_com.txt,1178
durbiin_com.txt,3
deladsign_deviantart_com.txt,1
www_odesk_com.txt,1
www_infopig_com.txt,234
www_nhf_org_bd.txt,1
farhin_home_blogspot_com.txt,1
seoonlineearningbd_blogspot_com.txt,1
textile_engineer_info_blogspot_com.txt,1
www_cgc_edu_bd.txt,102
dehokabbo_blogspot_com.txt,6
www_jornallivre_com_br.txt,1
blog_sreda_gov_bd.txt,1
www_gdentretenimento_com.txt,1
www_murshidabad_net.txt,8
m16mmc_blogspot_com.txt,1
www_gosh_nhs_uk.txt,1
bhrpc_wordpress_com.txt,3
alqualam_com.txt,2
hqvulva_com.txt,10
oursite9_wordpress_com.txt,2
gaudiyadirectory_braj_blogspot_com.txt,1
food_adamdighi_bogra_gov_bd.txt,1
dailyprojonmo_com.txt,4867
earnfreebtcltcdoge_blogspot_com.txt,3
www_frenchcuporganisation_com.txt,1
ruma_bandarban_gov_bd.txt,3
www_railnewscenter_com.txt,2
www_gonokantho_com.txt,51
silentmaj_wordpress_com.txt,1
jolsha_blogspot_com.txt,50
bbs_khetlal_joypurhat_gov_bd.txt,1
nitawriter_wordpress_com.txt,1
bcc_sylhet_gov_bd.txt,2
borjatra_com.txt,2
www_mp3searched_net.txt,1
www_bcsadminacademy_gov_bd.txt,2
ataurbd_blogspot_com.txt,11
bangla_ucoz_com.txt,7
sanskriti_dc_org.txt,1
www_mindbogglingblogging_blogspot_com.txt,1
fr_streema_com.txt,1
moulvibazar_gov_bd.txt,295
fireservice_rangpur_gov_bd.txt,2
railway_jamalpur_gov_bd.txt,1
ctgpbs1_org.txt,3
fpo_narsingdi_gov_bd.txt,1
www_kharap_com.txt,1279
ajkerbangla_com.txt,4
promomemberalfamartminimarketlokalindonesiaterbaik_wordpress_com.txt,116
www_southern_edu_bd.txt,26
engineerjamal_blogspot_com.txt,5
www_bytesforall_net.txt,1
nocban_org.txt,1
wefbleetut_blogspot_in.txt,3
www_nasirkhn_com.txt,3
eduonlinebd_blogspot_com.txt,4
ghulamazam_net.txt,34
ubuntuguide_net.txt,2
fxfatcat_com.txt,1
fawcetthospital_secure_ehc_com.txt,1
www_lekic_me.txt,1
abakprithibi_com.txt,56
cafarelliconceptss_info.txt,1
www_webtvnext_com.txt,7
amar_desh_com_webstatsdomain_org.txt,1
quran_iloveallaah_com.txt,1
shishuacademy_barguna_gov_bd.txt,2
pazhayathu_blogspot_com.txt,1
sv_wiktionary_org.txt,6
www_nstu_edu_bd.txt,41
neelsapno_blogspot_com.txt,6
eighteenseptember_blogspot_com.txt,1
hampi_in.txt,2
www_dargoole_altervista_org.txt,3
hinvi_com.txt,2
e_examresultbd_blogspot_com.txt,4
www_aponjon_com_bd.txt,6
bb_rajshahidiv_gov_bd.txt,1
homes_android3_andro_io.txt,1
ptbnews24_com_incom_pk.txt,1
www_niazmowla_com.txt,37
lokenrc_blogspot_com.txt,1
xtubefree_me.txt,3030
